case_id,slide_id,label
04_endo_24h,231211.160713.GM25256_Endoderm_24h.046.Group1.A1.S046,endo24_psc
04_endo_24h,231211.162426.GM25256_Endoderm_24h.056.Group1.A1.S056,endo24_psc
05_ctl,230425.144525.H9_untreated.011.Group1.A1.S011,good_psc
05_ctl,230425.150841.H9_untreated.021.Group1.A1.S021,good_psc
05_ctl,230425.153409.H9_untreated.031.Group1.A1.S031,good_psc
05_ctl,230425.155604.H9_untreated.041.Group1.A1.S041,good_psc
05_ctl,230425.162357.H9_untreated.052.Group1.A1.S052,good_psc
05_ctl,230425.164353.H9_untreated.063.Group1.A1.S063,good_psc
05_ctl,230426.143944.GM25256_untreated.010.Group1.A1.S010,good_psc
05_ctl,230426.150725.GM25256_untreated.025.Group1.A1.S025,good_psc
05_ctl,230426.152310.GM25256_untreated.037.Group1.A1.S037,good_psc
05_ctl,230426.154125.GM25256_untreated.047.Group1.A1.S047,good_psc
05_ctl,230426.155835.GM25256_untreated.058.Group1.A1.S058,good_psc
05_ctl,230427.150556.Jax_untreated.017.Group1.A1.S017,good_psc
05_ctl,230427.153638.Jax_untreated.035.Group1.A1.S035,good_psc
05_ctl,230427.162006.Jax_untreated.060.Group1.A1.S060,good_psc
05_ctl,230713.144629.Untreated.009.Group1.A1.S009,good_psc
05_ctl,230713.152014.Untreated.025.Group1.A1.S025,good_psc
05_ctl,230713.154516.Untreated.036.Group1.A1.S036,good_psc
05_ctl,230713.161244.Untreated.047.Group1.A1.S047,good_psc
05_ctl,230713.163356.Untreated.060.Group1.A1.S060,good_psc
05_ctl,230714.144225.untreated.014.Group1.A1.S014,good_psc
05_ctl,230714.150438.untreated.025.Group1.A1.S025,good_psc
05_ctl,230714.152445.untreated.035.Group1.A1.S035,good_psc
05_ctl,230714.154711.untreated.046.Group1.A1.S046,good_psc
05_ctl,230714.160927.untreated.057.Group1.A1.S057,good_psc
05_ctl,230719.185357.Untreated.009.Group1.A1.S009,good_psc
05_ctl,230719.190741.Untreated.019.Group1.A1.S019,good_psc
05_ctl,230719.192839.Untreated.029.Group1.A1.S029,good_psc
05_ctl,230719.194448.Untreated.039.Group1.A1.S039,good_psc
05_ctl,230719.202338.Untreated.050.Group1.A1.S050,good_psc
05_ctl,230719.210125.Untreated.060.Group1.A1.S060,good_psc
05_ctl,230921.144000.GM25256_untreated.009.Group1.A1.S009,good_psc
05_ctl,230921.145659.GM25256_untreated.019.Group1.A1.S019,good_psc
05_ctl,230921.154556.GM25256_untreated.029.Group1.A1.S029,good_psc
05_ctl,230921.160343.GM25256_untreated.039.Group1.A1.S039,good_psc
05_ctl,230921.163038.GM25256_untreated.049.Group1.A1.S049,good_psc
05_ctl,230921.164938.GM25256_untreated.059.Group1.A1.S059,good_psc
05_ctl,230922.144741.JAX_untreated.010.Group1.A1.S010,good_psc
05_ctl,230922.151552.JAX_untreated.020.Group1.A1.S020,good_psc
05_ctl,230922.154336.JAX_untreated.030.Group1.A1.S030,good_psc
05_ctl,230922.160730.JAX_untreated.040.Group1.A1.S040,good_psc
05_ctl,230922.164037.JAX_untreated.052.Group1.A1.S052,good_psc
05_ctl,230922.170805.JAX_untreated.062.Group1.A1.S062,good_psc
05_ctl,231001.183800.H9_untreated.009.Group1.A1.S009,good_psc
05_ctl,231001.190645.H9_untreated.019.Group1.A1.S019,good_psc
05_ctl,231001.193734.H9_untreated.029.Group1.A1.S029,good_psc
05_ctl,231001.195821.H9_untreated.039.Group1.A1.S039,good_psc
05_ctl,231001.202439.H9_untreated.050.Group1.A1.S050,good_psc
05_ctl,231001.204746.H9_untreated.061.Group1.A1.S061,good_psc
05_ctl,231003.163505.JAX_untreated.009.Group1.A1.S009,good_psc
05_ctl,231003.165723.JAX_untreated.020.Group1.A1.S020,good_psc
05_ctl,231003.172937.JAX_untreated.030.Group1.A1.S030,good_psc
05_ctl,231003.175541.JAX_untreated.041.Group1.A1.S041,good_psc
05_ctl,231003.181502.JAX_untreated.051.Group1.A1.S051,good_psc
05_ctl,231003.183225.JAX_untreated.061.Group1.A1.S061,good_psc
05_ctl,231004.142929.H9_untreated.009.Group1.A1.S009,good_psc
05_ctl,231004.144926.H9_untreated.019.Group1.A1.S019,good_psc
05_ctl,231004.150935.H9_untreated.029.Group1.A1.S029,good_psc
05_ctl,231004.152656.H9_untreated.039.Group1.A1.S039,good_psc
05_ctl,231004.154838.H9_untreated.049.Group1.A1.S049,good_psc
05_ctl,231004.160612.H9_untreated.059.Group1.A1.S059,good_psc
05_ctl,231015.174711.GM25256_untreated.009.Group1.A1.S009,good_psc
05_ctl,231015.180547.GM25256_untreated.019.Group1.A1.S019,good_psc
05_ctl,231015.182116.GM25256_untreated.029.Group1.A1.S029,good_psc
05_ctl,231015.184526.GM25256_untreated.040.Group1.A1.S040,good_psc
05_ctl,231015.190111.GM25256_untreated.050.Group1.A1.S050,good_psc
05_ctl,231015.192110.GM25256_untreated.060.Group1.A1.S060,good_psc
02_ecto_06h,240124.185721.GM25256_Ectoderm_6h.001.Group2.A1.S001,ecto06_psc
02_ecto_06h,240124.185926.GM25256_Ectoderm_6h.002.Group2.A1.S002,ecto06_psc
02_ecto_06h,240124.190124.GM25256_Ectoderm_6h.003.Group2.A1.S003,ecto06_psc
02_ecto_06h,240124.190326.GM25256_Ectoderm_6h.004.Group2.A1.S004,ecto06_psc
02_ecto_06h,240124.190529.GM25256_Ectoderm_6h.005.Group2.A1.S005,ecto06_psc
02_ecto_06h,240124.190700.GM25256_Ectoderm_6h.006.Group2.A1.S006,ecto06_psc
02_ecto_06h,240124.190942.GM25256_Ectoderm_6h.007.Group2.A1.S007,ecto06_psc
02_ecto_06h,240124.191509.GM25256_Ectoderm_6h.010.Group2.A1.S010,ecto06_psc
02_ecto_06h,240124.191601.GM25256_Ectoderm_6h.011.Group2.A1.S011,ecto06_psc
02_ecto_06h,240124.191721.GM25256_Ectoderm_6h.012.Group2.A1.S012,ecto06_psc
02_ecto_06h,240124.191811.GM25256_Ectoderm_6h.013.Group2.A1.S013,ecto06_psc
02_ecto_06h,240124.191935.GM25256_Ectoderm_6h.014.Group2.A1.S014,ecto06_psc
02_ecto_06h,240124.192102.GM25256_Ectoderm_6h.015.Group2.A1.S015,ecto06_psc
02_ecto_06h,240124.192218.GM25256_Ectoderm_6h.016.Group2.A1.S016,ecto06_psc
02_ecto_06h,240124.192428.GM25256_Ectoderm_6h.017.Group2.A1.S017,ecto06_psc
02_ecto_06h,240124.193037.GM25256_Ectoderm_6h.020.Group2.A1.S020,ecto06_psc
02_ecto_06h,240124.193228.GM25256_Ectoderm_6h.021.Group2.A1.S021,ecto06_psc
02_ecto_06h,240124.193412.GM25256_Ectoderm_6h.022.Group2.A1.S022,ecto06_psc
02_ecto_06h,240124.193609.GM25256_Ectoderm_6h.023.Group2.A1.S023,ecto06_psc
02_ecto_06h,240124.193914.GM25256_Ectoderm_6h.024.Group2.A1.S024,ecto06_psc
02_ecto_06h,240124.194043.GM25256_Ectoderm_6h.025.Group2.A1.S025,ecto06_psc
02_ecto_06h,240124.194204.GM25256_Ectoderm_6h.026.Group2.A1.S026,ecto06_psc
02_ecto_06h,240124.194332.GM25256_Ectoderm_6h.027.Group2.A1.S027,ecto06_psc
02_ecto_06h,240124.194759.GM25256_Ectoderm_6h.030.Group2.A1.S030,ecto06_psc
02_ecto_06h,240124.195048.GM25256_Ectoderm_6h.031.Group2.A1.S031,ecto06_psc
02_ecto_06h,240124.195212.GM25256_Ectoderm_6h.032.Group2.A1.S032,ecto06_psc
02_ecto_06h,240124.195921.GM25256_Ectoderm_6h.033.Group2.A1.S033,ecto06_psc
02_ecto_06h,240124.200108.GM25256_Ectoderm_6h.034.Group2.A1.S034,ecto06_psc
02_ecto_06h,240124.200202.GM25256_Ectoderm_6h.035.Group2.A1.S035,ecto06_psc
02_ecto_06h,240124.200318.GM25256_Ectoderm_6h.036.Group2.A1.S036,ecto06_psc
02_ecto_06h,240124.200459.GM25256_Ectoderm_6h.037.Group2.A1.S037,ecto06_psc
02_ecto_06h,240124.201122.GM25256_Ectoderm_6h.040.Group2.A1.S040,ecto06_psc
02_ecto_06h,240124.201410.GM25256_Ectoderm_6h.041.Group2.A1.S041,ecto06_psc
02_ecto_06h,240124.201500.GM25256_Ectoderm_6h.042.Group2.A1.S042,ecto06_psc
02_ecto_06h,240124.201646.GM25256_Ectoderm_6h.043.Group2.A1.S043,ecto06_psc
02_ecto_06h,240124.201945.GM25256_Ectoderm_6h.044.Group2.A1.S044,ecto06_psc
02_ecto_06h,240124.202214.GM25256_Ectoderm_6h.045.Group2.A1.S045,ecto06_psc
02_ecto_06h,240124.202300.GM25256_Ectoderm_6h.046.Group2.A1.S046,ecto06_psc
02_ecto_06h,240124.202347.GM25256_Ectoderm_6h.047.Group2.A1.S047,ecto06_psc
02_ecto_06h,240124.203350.GM25256_Ectoderm_6h.052.Group2.A1.S052,ecto06_psc
02_ecto_06h,240124.203537.GM25256_Ectoderm_6h.053.Group2.A1.S053,ecto06_psc
02_ecto_06h,240124.203738.GM25256_Ectoderm_6h.054.Group2.A1.S054,ecto06_psc
02_ecto_06h,240124.203908.GM25256_Ectoderm_6h.055.Group2.A1.S055,ecto06_psc
02_ecto_06h,240124.204051.GM25256_Ectoderm_6h.056.Group2.A1.S056,ecto06_psc
02_ecto_06h,240124.204348.GM25256_Ectoderm_6h.058.Group2.A1.S058,ecto06_psc
02_ecto_06h,240124.204553.GM25256_Ectoderm_6h.059.Group2.A1.S059,ecto06_psc
02_ecto_06h,240124.204738.GM25256_Ectoderm_6h.060.Group2.A1.S060,ecto06_psc
02_ecto_06h,240124.205440.GM25256_Ectoderm_6h.063.Group2.A1.S063,ecto06_psc
02_ecto_12h,231211.102804.GM25256_Ectoderm_12h.001.Group1.A1.S001,ecto12_psc
02_ecto_12h,231211.102859.GM25256_Ectoderm_12h.002.Group1.A1.S002,ecto12_psc
02_ecto_12h,231211.103239.GM25256_Ectoderm_12h.004.Group1.A1.S004,ecto12_psc
02_ecto_12h,231211.103514.GM25256_Ectoderm_12h.005.Group1.A1.S005,ecto12_psc
02_ecto_12h,231211.103645.GM25256_Ectoderm_12h.006.Group1.A1.S006,ecto12_psc
02_ecto_12h,231211.103818.GM25256_Ectoderm_12h.007.Group1.A1.S007,ecto12_psc
02_ecto_12h,231211.103906.GM25256_Ectoderm_12h.008.Group1.A1.S008,ecto12_psc
02_ecto_12h,231211.104717.GM25256_Ectoderm_12h.013.Group1.A1.S013,ecto12_psc
02_ecto_12h,231211.104836.GM25256_Ectoderm_12h.014.Group1.A1.S014,ecto12_psc
02_ecto_12h,231211.104951.GM25256_Ectoderm_12h.015.Group1.A1.S015,ecto12_psc
02_ecto_12h,231211.105158.GM25256_Ectoderm_12h.016.Group1.A1.S016,ecto12_psc
02_ecto_12h,231211.105529.GM25256_Ectoderm_12h.018.Group1.A1.S018,ecto12_psc
02_ecto_12h,231211.105628.GM25256_Ectoderm_12h.019.Group1.A1.S019,ecto12_psc
02_ecto_12h,231211.105837.GM25256_Ectoderm_12h.020.Group1.A1.S020,ecto12_psc
02_ecto_12h,231211.110056.GM25256_Ectoderm_12h.021.Group1.A1.S021,ecto12_psc
02_ecto_12h,231211.111212.GM25256_Ectoderm_12h.028.Group1.A1.S028,ecto12_psc
02_ecto_12h,231211.111334.GM25256_Ectoderm_12h.029.Group1.A1.S029,ecto12_psc
02_ecto_12h,231211.111441.GM25256_Ectoderm_12h.030.Group1.A1.S030,ecto12_psc
02_ecto_12h,231211.111601.GM25256_Ectoderm_12h.031.Group1.A1.S031,ecto12_psc
02_ecto_12h,231211.112204.GM25256_Ectoderm_12h.035.Group1.A1.S035,ecto12_psc
02_ecto_12h,231211.124233.GM25256_Ectoderm_12h.037.Group1.A1.S037,ecto12_psc
02_ecto_12h,231211.124335.GM25256_Ectoderm_12h.038.Group1.A1.S038,ecto12_psc
02_ecto_12h,231211.124517.GM25256_Ectoderm_12h.039.Group1.A1.S039,ecto12_psc
02_ecto_12h,231211.124951.GM25256_Ectoderm_12h.042.Group1.A1.S042,ecto12_psc
02_ecto_12h,231211.125219.GM25256_Ectoderm_12h.044.Group1.A1.S044,ecto12_psc
02_ecto_12h,231211.125427.GM25256_Ectoderm_12h.045.Group1.A1.S045,ecto12_psc
02_ecto_12h,231211.125541.GM25256_Ectoderm_12h.046.Group1.A1.S046,ecto12_psc
02_ecto_12h,231211.125712.GM25256_Ectoderm_12h.047.Group1.A1.S047,ecto12_psc
02_ecto_12h,231211.130056.GM25256_Ectoderm_12h.050.Group1.A1.S050,ecto12_psc
02_ecto_12h,231211.130338.GM25256_Ectoderm_12h.051.Group1.A1.S051,ecto12_psc
02_ecto_12h,231211.130619.GM25256_Ectoderm_12h.053.Group1.A1.S053,ecto12_psc
02_ecto_12h,231211.131148.GM25256_Ectoderm_12h.056.Group1.A1.S056,ecto12_psc
02_ecto_12h,231211.131345.GM25256_Ectoderm_12h.057.Group1.A1.S057,ecto12_psc
02_ecto_12h,231211.131755.GM25256_Ectoderm_12h.059.Group1.A1.S059,ecto12_psc
02_ecto_12h,231211.131959.GM25256_Ectoderm_12h.060.Group1.A1.S060,ecto12_psc
02_ecto_12h,231211.132137.GM25256_Ectoderm_12h.061.Group1.A1.S061,ecto12_psc
02_ecto_12h,231211.132356.GM25256_Ectoderm_12h.062.Group1.A1.S062,ecto12_psc
02_ecto_12h,231211.132554.GM25256_Ectoderm_12h.063.Group1.A1.S063,ecto12_psc
02_ecto_24h,231211.201937.GM25256_Ectoderm_24h.002.Group1.A1.S002,ecto24_psc
02_ecto_24h,231211.202048.GM25256_Ectoderm_24h.003.Group1.A1.S003,ecto24_psc
02_ecto_24h,231211.202313.GM25256_Ectoderm_24h.004.Group1.A1.S004,ecto24_psc
02_ecto_24h,231211.202455.GM25256_Ectoderm_24h.005.Group1.A1.S005,ecto24_psc
02_ecto_24h,231211.202655.GM25256_Ectoderm_24h.006.Group1.A1.S006,ecto24_psc
02_ecto_24h,231211.202830.GM25256_Ectoderm_24h.007.Group1.A1.S007,ecto24_psc
02_ecto_24h,231211.202933.GM25256_Ectoderm_24h.008.Group1.A1.S008,ecto24_psc
02_ecto_24h,231211.203911.GM25256_Ectoderm_24h.012.Group1.A1.S012,ecto24_psc
02_ecto_24h,231211.204207.GM25256_Ectoderm_24h.013.Group1.A1.S013,ecto24_psc
02_ecto_24h,231211.204407.GM25256_Ectoderm_24h.014.Group1.A1.S014,ecto24_psc
02_ecto_24h,231211.204449.GM25256_Ectoderm_24h.015.Group1.A1.S015,ecto24_psc
02_ecto_24h,231211.204614.GM25256_Ectoderm_24h.016.Group1.A1.S016,ecto24_psc
02_ecto_24h,231211.204745.GM25256_Ectoderm_24h.017.Group1.A1.S017,ecto24_psc
02_ecto_24h,231211.204950.GM25256_Ectoderm_24h.018.Group1.A1.S018,ecto24_psc
02_ecto_24h,231211.205131.GM25256_Ectoderm_24h.019.Group1.A1.S019,ecto24_psc
02_ecto_24h,231211.205610.GM25256_Ectoderm_24h.022.Group1.A1.S022,ecto24_psc
02_ecto_24h,231211.205841.GM25256_Ectoderm_24h.024.Group1.A1.S024,ecto24_psc
02_ecto_24h,231211.205949.GM25256_Ectoderm_24h.025.Group1.A1.S025,ecto24_psc
02_ecto_24h,231211.210055.GM25256_Ectoderm_24h.026.Group1.A1.S026,ecto24_psc
02_ecto_24h,231211.210226.GM25256_Ectoderm_24h.027.Group1.A1.S027,ecto24_psc
02_ecto_24h,231211.210403.GM25256_Ectoderm_24h.028.Group1.A1.S028,ecto24_psc
02_ecto_24h,231211.210634.GM25256_Ectoderm_24h.029.Group1.A1.S029,ecto24_psc
02_ecto_24h,231211.210800.GM25256_Ectoderm_24h.030.Group1.A1.S030,ecto24_psc
02_ecto_24h,231211.211240.GM25256_Ectoderm_24h.033.Group1.A1.S033,ecto24_psc
02_ecto_24h,231211.211342.GM25256_Ectoderm_24h.034.Group1.A1.S034,ecto24_psc
02_ecto_24h,231211.211602.GM25256_Ectoderm_24h.035.Group1.A1.S035,ecto24_psc
02_ecto_24h,231211.211751.GM25256_Ectoderm_24h.036.Group1.A1.S036,ecto24_psc
02_ecto_24h,231211.211914.GM25256_Ectoderm_24h.037.Group1.A1.S037,ecto24_psc
02_ecto_24h,231211.212643.GM25256_Ectoderm_24h.038.Group1.A1.S038,ecto24_psc
02_ecto_24h,231211.212748.GM25256_Ectoderm_24h.039.Group1.A1.S039,ecto24_psc
02_ecto_24h,231211.213242.GM25256_Ectoderm_24h.041.Group1.A1.S041,ecto24_psc
02_ecto_24h,231211.214424.GM25256_Ectoderm_24h.048.Group1.A1.S048,ecto24_psc
02_ecto_24h,231211.214539.GM25256_Ectoderm_24h.049.Group1.A1.S049,ecto24_psc
02_ecto_24h,231211.214750.GM25256_Ectoderm_24h.050.Group1.A1.S050,ecto24_psc
02_ecto_24h,231211.215000.GM25256_Ectoderm_24h.051.Group1.A1.S051,ecto24_psc
02_ecto_24h,231211.215305.GM25256_Ectoderm_24h.052.Group1.A1.S052,ecto24_psc
02_ecto_24h,231211.215440.GM25256_Ectoderm_24h.053.Group1.A1.S053,ecto24_psc
02_ecto_24h,231211.215751.GM25256_Ectoderm_24h.054.Group1.A1.S054,ecto24_psc
02_ecto_24h,231211.215945.GM25256_Ectoderm_24h.055.Group1.A1.S055,ecto24_psc
02_ecto_24h,231211.220454.GM25256_Ectoderm_24h.058.Group1.A1.S058,ecto24_psc
02_ecto_24h,231211.220720.GM25256_Ectoderm_24h.059.Group1.A1.S059,ecto24_psc
02_ecto_24h,231211.221116.GM25256_Ectoderm_24h.060.Group1.A1.S060,ecto24_psc
02_ecto_24h,231211.221421.GM25256_Ectoderm_24h.061.Group1.A1.S061,ecto24_psc
03_meso_06h,240124.163428.GM25256_Mesoderm_6h.001.Group1.A1.S001,meso06_psc
03_meso_06h,240124.163635.GM25256_Mesoderm_6h.002.Group1.A1.S002,meso06_psc
03_meso_06h,240124.164745.GM25256_Mesoderm_6h.003.Group1.A1.S003,meso06_psc
03_meso_06h,240124.165009.GM25256_Mesoderm_6h.004.Group1.A1.S004,meso06_psc
03_meso_06h,240124.165154.GM25256_Mesoderm_6h.005.Group1.A1.S005,meso06_psc
03_meso_06h,240124.165338.GM25256_Mesoderm_6h.006.Group1.A1.S006,meso06_psc
03_meso_06h,240124.165531.GM25256_Mesoderm_6h.007.Group1.A1.S007,meso06_psc
03_meso_06h,240124.170213.GM25256_Mesoderm_6h.010.Group1.A1.S010,meso06_psc
03_meso_06h,240124.170412.GM25256_Mesoderm_6h.011.Group1.A1.S011,meso06_psc
03_meso_06h,240124.170546.GM25256_Mesoderm_6h.012.Group1.A1.S012,meso06_psc
03_meso_06h,240124.170734.GM25256_Mesoderm_6h.013.Group1.A1.S013,meso06_psc
03_meso_06h,240124.170934.GM25256_Mesoderm_6h.014.Group1.A1.S014,meso06_psc
03_meso_06h,240124.171111.GM25256_Mesoderm_6h.015.Group1.A1.S015,meso06_psc
03_meso_06h,240124.171237.GM25256_Mesoderm_6h.016.Group1.A1.S016,meso06_psc
03_meso_06h,240124.171449.GM25256_Mesoderm_6h.017.Group1.A1.S017,meso06_psc
03_meso_06h,240124.172316.GM25256_Mesoderm_6h.021.Group1.A1.S021,meso06_psc
03_meso_06h,240124.172448.GM25256_Mesoderm_6h.022.Group1.A1.S022,meso06_psc
03_meso_06h,240124.172711.GM25256_Mesoderm_6h.023.Group1.A1.S023,meso06_psc
03_meso_06h,240124.172939.GM25256_Mesoderm_6h.024.Group1.A1.S024,meso06_psc
03_meso_06h,240124.173049.GM25256_Mesoderm_6h.025.Group1.A1.S025,meso06_psc
03_meso_06h,240124.173204.GM25256_Mesoderm_6h.026.Group1.A1.S026,meso06_psc
03_meso_06h,240124.173337.GM25256_Mesoderm_6h.027.Group1.A1.S027,meso06_psc
03_meso_06h,240124.173547.GM25256_Mesoderm_6h.028.Group1.A1.S028,meso06_psc
03_meso_06h,240124.174132.GM25256_Mesoderm_6h.031.Group1.A1.S031,meso06_psc
03_meso_06h,240124.174352.GM25256_Mesoderm_6h.032.Group1.A1.S032,meso06_psc
03_meso_06h,240124.174545.GM25256_Mesoderm_6h.033.Group1.A1.S033,meso06_psc
03_meso_06h,240124.174812.GM25256_Mesoderm_6h.034.Group1.A1.S034,meso06_psc
03_meso_06h,240124.174903.GM25256_Mesoderm_6h.035.Group1.A1.S035,meso06_psc
03_meso_06h,240124.175117.GM25256_Mesoderm_6h.036.Group1.A1.S036,meso06_psc
03_meso_06h,240124.175337.GM25256_Mesoderm_6h.037.Group1.A1.S037,meso06_psc
03_meso_06h,240124.175510.GM25256_Mesoderm_6h.038.Group1.A1.S038,meso06_psc
03_meso_06h,240124.180129.GM25256_Mesoderm_6h.041.Group1.A1.S041,meso06_psc
03_meso_06h,240124.180409.GM25256_Mesoderm_6h.042.Group1.A1.S042,meso06_psc
03_meso_06h,240124.181317.GM25256_Mesoderm_6h.043.Group1.A1.S043,meso06_psc
03_meso_06h,240124.181455.GM25256_Mesoderm_6h.044.Group1.A1.S044,meso06_psc
03_meso_06h,240124.181642.GM25256_Mesoderm_6h.045.Group1.A1.S045,meso06_psc
03_meso_06h,240124.181845.GM25256_Mesoderm_6h.046.Group1.A1.S046,meso06_psc
03_meso_06h,240124.182036.GM25256_Mesoderm_6h.047.Group1.A1.S047,meso06_psc
03_meso_06h,240124.182206.GM25256_Mesoderm_6h.048.Group1.A1.S048,meso06_psc
03_meso_06h,240124.182746.GM25256_Mesoderm_6h.051.Group1.A1.S051,meso06_psc
03_meso_06h,240124.182924.GM25256_Mesoderm_6h.052.Group1.A1.S052,meso06_psc
03_meso_06h,240124.183108.GM25256_Mesoderm_6h.053.Group1.A1.S053,meso06_psc
03_meso_06h,240124.183334.GM25256_Mesoderm_6h.054.Group1.A1.S054,meso06_psc
03_meso_06h,240124.183430.GM25256_Mesoderm_6h.055.Group1.A1.S055,meso06_psc
03_meso_06h,240124.183549.GM25256_Mesoderm_6h.056.Group1.A1.S056,meso06_psc
03_meso_06h,240124.183722.GM25256_Mesoderm_6h.057.Group1.A1.S057,meso06_psc
03_meso_06h,240124.183844.GM25256_Mesoderm_6h.058.Group1.A1.S058,meso06_psc
03_meso_06h,240124.184327.GM25256_Mesoderm_6h.061.Group1.A1.S061,meso06_psc
03_meso_06h,240124.184505.GM25256_Mesoderm_6h.062.Group1.A1.S062,meso06_psc
03_meso_06h,240124.184644.GM25256_Mesoderm_6h.063.Group1.A1.S063,meso06_psc
03_meso_06h,240124.184810.GM25256_Mesoderm_6h.064.Group1.A1.S064,meso06_psc
03_meso_12h,231211.083649.GM25256_Mesoderm_12h.001.Group1.A1.S001,meso12_psc
03_meso_12h,231211.083810.GM25256_Mesoderm_12h.002.Group1.A1.S002,meso12_psc
03_meso_12h,231211.083955.GM25256_Mesoderm_12h.003.Group1.A1.S003,meso12_psc
03_meso_12h,231211.084237.GM25256_Mesoderm_12h.005.Group1.A1.S005,meso12_psc
03_meso_12h,231211.084357.GM25256_Mesoderm_12h.006.Group1.A1.S006,meso12_psc
03_meso_12h,231211.084552.GM25256_Mesoderm_12h.007.Group1.A1.S007,meso12_psc
03_meso_12h,231211.084711.GM25256_Mesoderm_12h.008.Group1.A1.S008,meso12_psc
