case_id,slide_id,label
00_RA_12h,231011.170257.GM25256_12hours.059.Group1.A1.S059,bad_psc
00_RA_24h,230425.193925.H9_24hour_treat.010.Group1.A1.S010,bad_psc
00_RA_24h,230425.200224.H9_24hour_treat.021.Group1.A1.S021,bad_psc
00_RA_24h,230425.202906.H9_24hour_treat.031.Group1.A1.S031,bad_psc
00_RA_24h,230425.204954.H9_24hour_treat.042.Group1.A1.S042,bad_psc
00_RA_24h,230425.211235.H9_24hour_treat.052.Group1.A1.S052,bad_psc
00_RA_24h,230425.213035.H9_24hour_treat.062.Group1.A1.S062,bad_psc
00_RA_24h,230426.185924.GM25256_24hour_treat.011.Group1.A1.S011,bad_psc
00_RA_24h,230426.192640.GM25256_24hour_treat.022.Group1.A1.S022,bad_psc
00_RA_24h,230426.195014.GM25256_24hour_treat.035.Group1.A1.S035,bad_psc
00_RA_24h,230426.201432.GM25256_24hour_treat.045.Group1.A1.S045,bad_psc
00_RA_24h,230426.203331.GM25256_24hour_treat.056.Group1.A1.S056,bad_psc
00_RA_24h,230427.195502.Jax_24hour_treated.014.Group1.A1.S014,bad_psc
00_RA_24h,230427.201543.Jax_24hour_treated.026.Group1.A1.S026,bad_psc
00_RA_24h,230427.204442.Jax_24hour_treated.039.Group1.A1.S039,bad_psc
00_RA_24h,230427.211248.Jax_24hour_treated.051.Group1.A1.S051,bad_psc
00_RA_24h,230921.205026.GM25256_24hours.009.Group1.A1.S009,bad_psc
00_RA_24h,230921.210457.GM25256_24hours.019.Group1.A1.S019,bad_psc
00_RA_24h,230921.212621.GM25256_24hours.029.Group1.A1.S029,bad_psc
00_RA_24h,230921.213847.GM25256_24hours.039.Group1.A1.S039,bad_psc
00_RA_24h,230921.215507.GM25256_24hours.049.Group1.A1.S049,bad_psc
00_RA_24h,230921.221018.GM25256_24hours.059.Group1.A1.S059,bad_psc
00_RA_24h,230922.213015.JAX_24hours.009.Group1.A1.S009,bad_psc
00_RA_24h,230922.215919.JAX_24hours.022.Group1.A1.S022,bad_psc
00_RA_24h,230922.224521.JAX_24hours.034.Group1.A1.S034,bad_psc
00_RA_24h,230922.233235.JAX_24hours.048.Group1.A1.S048,bad_psc
00_RA_24h,230923.000126.JAX_24hours.062.Group1.A1.S062,bad_psc
00_RA_24h,231001.212732.H9_24hours.010.Group1.A1.S010,bad_psc
00_RA_24h,231001.214127.H9_24hours.020.Group1.A1.S020,bad_psc
00_RA_24h,231001.220425.H9_24hours.031.Group1.A1.S031,bad_psc
00_RA_24h,231001.221919.H9_24hours.041.Group1.A1.S041,bad_psc
00_RA_24h,231001.223540.H9_24hours.053.Group1.A1.S053,bad_psc
00_RA_24h,231003.215824.JAX_24hours.013.Group1.A1.S013,bad_psc
00_RA_24h,231003.222306.JAX_24hours.023.Group1.A1.S023,bad_psc
00_RA_24h,231003.224641.JAX_24hours.033.Group1.A1.S033,bad_psc
00_RA_24h,231003.230630.JAX_24hours.044.Group1.A1.S044,bad_psc
00_RA_24h,231003.233911.JAX_24hours.056.Group1.A1.S056,bad_psc
00_RA_24h,231004.190802.H9_24hours.009.Group1.A1.S009,bad_psc
00_RA_24h,231004.193156.H9_24hours.019.Group1.A1.S019,bad_psc
00_RA_24h,231004.195623.H9_24hours.029.Group1.A1.S029,bad_psc
00_RA_24h,231004.203712.H9_24hours.039.Group1.A1.S039,bad_psc
00_RA_24h,231004.211137.H9_24hours.050.Group1.A1.S050,bad_psc
00_RA_24h,231004.213921.H9_24hours.060.Group1.A1.S060,bad_psc
00_RA_24h,231011.174900.GM25256_24hours.009.Group1.A1.S009,bad_psc
00_RA_24h,231011.180525.GM25256_24hours.019.Group1.A1.S019,bad_psc
00_RA_24h,231011.182703.GM25256_24hours.030.Group1.A1.S030,bad_psc
00_RA_24h,231011.184301.GM25256_24hours.040.Group1.A1.S040,bad_psc
00_RA_24h,231011.190526.GM25256_24hours.050.Group1.A1.S050,bad_psc
00_RA_24h,231011.192549.GM25256_24hours.060.Group1.A1.S060,bad_psc
02_ecto_06h,240124.191247.GM25256_Ectoderm_6h.009.Group2.A1.S009,bad_psc
02_ecto_06h,240124.192845.GM25256_Ectoderm_6h.019.Group2.A1.S019,bad_psc
02_ecto_06h,240124.194634.GM25256_Ectoderm_6h.029.Group2.A1.S029,bad_psc
02_ecto_06h,240124.200944.GM25256_Ectoderm_6h.039.Group2.A1.S039,bad_psc
02_ecto_06h,240124.203138.GM25256_Ectoderm_6h.051.Group2.A1.S051,bad_psc
02_ecto_06h,240124.205217.GM25256_Ectoderm_6h.062.Group2.A1.S062,bad_psc
02_ecto_12h,231211.104459.GM25256_Ectoderm_12h.011.Group1.A1.S011,bad_psc
02_ecto_12h,231211.111110.GM25256_Ectoderm_12h.027.Group1.A1.S027,bad_psc
02_ecto_12h,231211.124835.GM25256_Ectoderm_12h.041.Group1.A1.S041,bad_psc
02_ecto_12h,231211.131027.GM25256_Ectoderm_12h.055.Group1.A1.S055,bad_psc
02_ecto_24h,231211.203225.GM25256_Ectoderm_24h.010.Group1.A1.S010,bad_psc
02_ecto_24h,231211.205427.GM25256_Ectoderm_24h.021.Group1.A1.S021,bad_psc
02_ecto_24h,231211.211123.GM25256_Ectoderm_24h.032.Group1.A1.S032,bad_psc
02_ecto_24h,231211.214032.GM25256_Ectoderm_24h.045.Group1.A1.S045,bad_psc
02_ecto_24h,231211.220351.GM25256_Ectoderm_24h.057.Group1.A1.S057,bad_psc
02_ecto_48h,240205.200932.GM25256_Ectoder_48h.009.Group1.A1.S009,bad_psc
02_ecto_48h,240205.202821.GM25256_Ectoder_48h.019.Group1.A1.S019,bad_psc
02_ecto_48h,240205.204553.GM25256_Ectoder_48h.029.Group1.A1.S029,bad_psc
02_ecto_48h,240205.210110.GM25256_Ectoder_48h.039.Group1.A1.S039,bad_psc
02_ecto_48h,240205.213351.GM25256_Ectoder_48h.050.Group1.A1.S050,bad_psc
02_ecto_48h,240205.215141.GM25256_Ectoder_48h.060.Group1.A1.S060,bad_psc
02_ecto_72h,240206.175514.GM25256_Ectoderm_72h.009.Group1.A1.S009,bad_psc
02_ecto_72h,240206.181712.GM25256_Ectoderm_72h.019.Group1.A1.S019,bad_psc
02_ecto_72h,240206.183958.GM25256_Ectoderm_72h.029.Group1.A1.S029,bad_psc
02_ecto_72h,240206.192707.GM25256_Ectoderm_72h.039.Group1.A1.S039,bad_psc
02_ecto_72h,240206.195320.GM25256_Ectoderm_72h.049.Group1.A1.S049,bad_psc
02_ecto_72h,240206.201841.GM25256_Ectoderm_72h.059.Group1.A1.S059,bad_psc
03_meso_06h,240124.165945.GM25256_Mesoderm_6h.009.Group1.A1.S009,bad_psc
03_meso_06h,240124.172111.GM25256_Mesoderm_6h.020.Group1.A1.S020,bad_psc
03_meso_06h,240124.174018.GM25256_Mesoderm_6h.030.Group1.A1.S030,bad_psc
03_meso_06h,240124.175939.GM25256_Mesoderm_6h.040.Group1.A1.S040,bad_psc
03_meso_06h,240124.182453.GM25256_Mesoderm_6h.050.Group1.A1.S050,bad_psc
03_meso_06h,240124.184150.GM25256_Mesoderm_6h.060.Group1.A1.S060,bad_psc
03_meso_12h,231211.085002.GM25256_Mesoderm_12h.010.Group1.A1.S010,bad_psc
03_meso_12h,231211.090622.GM25256_Mesoderm_12h.021.Group1.A1.S021,bad_psc
03_meso_12h,231211.092543.GM25256_Mesoderm_12h.033.Group1.A1.S033,bad_psc
03_meso_12h,231211.094200.GM25256_Mesoderm_12h.043.Group1.A1.S043,bad_psc
03_meso_12h,231211.095823.GM25256_Mesoderm_12h.054.Group1.A1.S054,bad_psc
03_meso_24h,231211.173051.GM25256_Mesoderm_24h.012.Group1.A1.S012,bad_psc
03_meso_24h,231211.184750.GM25256_Mesoderm_24h.022.Group1.A1.S022,bad_psc
03_meso_24h,231211.190939.GM25256_Mesoderm_24h.032.Group1.A1.S032,bad_psc
03_meso_24h,231211.193421.GM25256_Mesoderm_24h.042.Group1.A1.S042,bad_psc
03_meso_24h,231211.194646.GM25256_Mesoderm_24h.052.Group1.A1.S052,bad_psc
03_meso_24h,231211.200451.GM25256_Mesoderm_24h.062.Group1.A1.S062,bad_psc
03_meso_48h,240218.144457.GM25256_Mesoderm_48h.010.Group1.A1.S010,bad_psc
03_meso_48h,240218.152022.GM25256_Mesoderm_48h.020.Group1.A1.S020,bad_psc
03_meso_48h,240218.160712.GM25256_Mesoderm_48h.030.Group1.A1.S030,bad_psc
03_meso_48h,240218.173100.GM25256_Mesoderm_48h.040.Group1.A1.S040,bad_psc
03_meso_48h,240218.181216.GM25256_Mesoderm_48h.050.Group1.A1.S050,bad_psc
03_meso_48h,240218.184321.GM25256_Mesoderm_48h.060.Group1.A1.S060,bad_psc
04_endo_06h,240124.135619.GM25256_Endoderm_6h.009.Group1.A1.S009,bad_psc
04_endo_06h,240124.142016.GM25256_Endoderm_6h.019.Group1.A1.S019,bad_psc
04_endo_06h,240124.144034.GM25256_Endoderm_6h.029.Group1.A1.S029,bad_psc
04_endo_06h,240124.151604.GM25256_Endoderm_6h.039.Group1.A1.S039,bad_psc
04_endo_06h,240124.153926.GM25256_Endoderm_6h.049.Group1.A1.S049,bad_psc
04_endo_06h,240124.160543.GM25256_Endoderm_6h.059.Group1.A1.S059,bad_psc
04_endo_12h,231211.065333.GM25256_Endoderm_12h.011.Group1.A1.S011,bad_psc
04_endo_12h,231211.071441.GM25256_Endoderm_12h.024.Group1.A1.S024,bad_psc
04_endo_12h,231211.073211.GM25256_Endoderm_12h.035.Group1.A1.S035,bad_psc
04_endo_12h,231211.075829.GM25256_Endoderm_12h.047.Group1.A1.S047,bad_psc
04_endo_12h,231211.082024.GM25256_Endoderm_12h.058.Group1.A1.S058,bad_psc
04_endo_24h,231211.145857.GM25256_Endoderm_24h.012.Group1.A1.S012,bad_psc
04_endo_24h,231211.152148.GM25256_Endoderm_24h.022.Group1.A1.S022,bad_psc
04_endo_24h,231211.154056.GM25256_Endoderm_24h.034.Group1.A1.S034,bad_psc
04_endo_24h,231211.160713.GM25256_Endoderm_24h.046.Group1.A1.S046,bad_psc
04_endo_24h,231211.162426.GM25256_Endoderm_24h.056.Group1.A1.S056,bad_psc
04_endo_48h,240205.104356.GM25256_Endoderm_48h.009.Group1.A1.S009,bad_psc
04_endo_48h,240205.111040.GM25256_Endoderm_48h.019.Group1.A1.S019,bad_psc
04_endo_48h,240205.133651.GM25256_Endoderm_48h.029.Group1.A1.S029,bad_psc
04_endo_48h,240205.150531.GM25256_Endoderm_48h.040.Group1.A1.S040,bad_psc
04_endo_48h,240205.154324.GM25256_Endoderm_48h.050.Group1.A1.S050,bad_psc
04_endo_48h,240205.162502.GM25256_Endoderm_48h.060.Group1.A1.S060,bad_psc
05_ctl,230425.144525.H9_untreated.011.Group1.A1.S011,good_psc
05_ctl,230425.150841.H9_untreated.021.Group1.A1.S021,good_psc
05_ctl,230425.153409.H9_untreated.031.Group1.A1.S031,good_psc
05_ctl,230425.155604.H9_untreated.041.Group1.A1.S041,good_psc
05_ctl,230425.162357.H9_untreated.052.Group1.A1.S052,good_psc
05_ctl,230425.164353.H9_untreated.063.Group1.A1.S063,good_psc
05_ctl,230426.143944.GM25256_untreated.010.Group1.A1.S010,good_psc
05_ctl,230426.150725.GM25256_untreated.025.Group1.A1.S025,good_psc
05_ctl,230426.152310.GM25256_untreated.037.Group1.A1.S037,good_psc
05_ctl,230426.154125.GM25256_untreated.047.Group1.A1.S047,good_psc
05_ctl,230426.155835.GM25256_untreated.058.Group1.A1.S058,good_psc
05_ctl,230427.150556.Jax_untreated.017.Group1.A1.S017,good_psc
05_ctl,230427.153638.Jax_untreated.035.Group1.A1.S035,good_psc
05_ctl,230427.162006.Jax_untreated.060.Group1.A1.S060,good_psc
05_ctl,230713.144629.Untreated.009.Group1.A1.S009,good_psc
05_ctl,230713.152014.Untreated.025.Group1.A1.S025,good_psc
05_ctl,230713.154516.Untreated.036.Group1.A1.S036,good_psc
05_ctl,230713.161244.Untreated.047.Group1.A1.S047,good_psc
05_ctl,230713.163356.Untreated.060.Group1.A1.S060,good_psc
05_ctl,230714.144225.untreated.014.Group1.A1.S014,good_psc
05_ctl,230714.150438.untreated.025.Group1.A1.S025,good_psc
05_ctl,230714.152445.untreated.035.Group1.A1.S035,good_psc
05_ctl,230714.154711.untreated.046.Group1.A1.S046,good_psc
05_ctl,230714.160927.untreated.057.Group1.A1.S057,good_psc
05_ctl,230719.185357.Untreated.009.Group1.A1.S009,good_psc
05_ctl,230719.190741.Untreated.019.Group1.A1.S019,good_psc
05_ctl,230719.192839.Untreated.029.Group1.A1.S029,good_psc
05_ctl,230719.194448.Untreated.039.Group1.A1.S039,good_psc
05_ctl,230719.202338.Untreated.050.Group1.A1.S050,good_psc
05_ctl,230719.210125.Untreated.060.Group1.A1.S060,good_psc
05_ctl,230921.144000.GM25256_untreated.009.Group1.A1.S009,good_psc
05_ctl,230921.145659.GM25256_untreated.019.Group1.A1.S019,good_psc
05_ctl,230921.154556.GM25256_untreated.029.Group1.A1.S029,good_psc
05_ctl,230921.160343.GM25256_untreated.039.Group1.A1.S039,good_psc
05_ctl,230921.163038.GM25256_untreated.049.Group1.A1.S049,good_psc
05_ctl,230921.164938.GM25256_untreated.059.Group1.A1.S059,good_psc
05_ctl,230922.144741.JAX_untreated.010.Group1.A1.S010,good_psc
05_ctl,230922.151552.JAX_untreated.020.Group1.A1.S020,good_psc
05_ctl,230922.154336.JAX_untreated.030.Group1.A1.S030,good_psc
05_ctl,230922.160730.JAX_untreated.040.Group1.A1.S040,good_psc
05_ctl,230922.164037.JAX_untreated.052.Group1.A1.S052,good_psc
05_ctl,230922.170805.JAX_untreated.062.Group1.A1.S062,good_psc
05_ctl,231001.183800.H9_untreated.009.Group1.A1.S009,good_psc
05_ctl,231001.190645.H9_untreated.019.Group1.A1.S019,good_psc
05_ctl,231001.193734.H9_untreated.029.Group1.A1.S029,good_psc
05_ctl,231001.195821.H9_untreated.039.Group1.A1.S039,good_psc
05_ctl,231001.202439.H9_untreated.050.Group1.A1.S050,good_psc
05_ctl,231001.204746.H9_untreated.061.Group1.A1.S061,good_psc
05_ctl,231003.163505.JAX_untreated.009.Group1.A1.S009,good_psc
05_ctl,231003.165723.JAX_untreated.020.Group1.A1.S020,good_psc
05_ctl,231003.172937.JAX_untreated.030.Group1.A1.S030,good_psc
05_ctl,231003.175541.JAX_untreated.041.Group1.A1.S041,good_psc
05_ctl,231003.181502.JAX_untreated.051.Group1.A1.S051,good_psc
05_ctl,231003.183225.JAX_untreated.061.Group1.A1.S061,good_psc
05_ctl,231004.142929.H9_untreated.009.Group1.A1.S009,good_psc
05_ctl,231004.144926.H9_untreated.019.Group1.A1.S019,good_psc
05_ctl,231004.150935.H9_untreated.029.Group1.A1.S029,good_psc
05_ctl,231004.152656.H9_untreated.039.Group1.A1.S039,good_psc
05_ctl,231004.154838.H9_untreated.049.Group1.A1.S049,good_psc
05_ctl,231004.160612.H9_untreated.059.Group1.A1.S059,good_psc
05_ctl,231015.174711.GM25256_untreated.009.Group1.A1.S009,good_psc
05_ctl,231015.180547.GM25256_untreated.019.Group1.A1.S019,good_psc
05_ctl,231015.182116.GM25256_untreated.029.Group1.A1.S029,good_psc
05_ctl,231015.184526.GM25256_untreated.040.Group1.A1.S040,good_psc
05_ctl,231015.190111.GM25256_untreated.050.Group1.A1.S050,good_psc
05_ctl,231015.192110.GM25256_untreated.060.Group1.A1.S060,good_psc
00_RA_12h,230425.170540.H9_12hour_treat.001.Group1.A1.S001,bad_psc
00_RA_12h,230425.170837.H9_12hour_treat.002.Group1.A1.S002,bad_psc
00_RA_12h,230425.171310.H9_12hour_treat.004.Group1.A1.S004,bad_psc
00_RA_12h,230425.172020.H9_12hour_treat.006.Group1.A1.S006,bad_psc
00_RA_12h,230425.172325.H9_12hour_treat.008.Group1.A1.S008,bad_psc
00_RA_12h,230425.172452.H9_12hour_treat.009.Group1.A1.S009,bad_psc
00_RA_12h,230425.172549.H9_12hour_treat.010.Group1.A1.S010,bad_psc
00_RA_12h,230425.174054.H9_12hour_treat.015.Group1.A1.S015,bad_psc
00_RA_12h,230425.174146.H9_12hour_treat.016.Group1.A1.S016,bad_psc
00_RA_12h,230425.174256.H9_12hour_treat.017.Group1.A1.S017,bad_psc
00_RA_12h,230425.174444.H9_12hour_treat.018.Group1.A1.S018,bad_psc
00_RA_12h,230425.174621.H9_12hour_treat.019.Group1.A1.S019,bad_psc
00_RA_12h,230425.175019.H9_12hour_treat.021.Group1.A1.S021,bad_psc
00_RA_12h,230425.175726.H9_12hour_treat.022.Group1.A1.S022,bad_psc
00_RA_12h,230425.175956.H9_12hour_treat.023.Group1.A1.S023,bad_psc
00_RA_12h,230425.180351.H9_12hour_treat.026.Group1.A1.S026,bad_psc
00_RA_12h,230425.180511.H9_12hour_treat.027.Group1.A1.S027,bad_psc
00_RA_12h,230425.180728.H9_12hour_treat.028.Group1.A1.S028,bad_psc
00_RA_12h,230425.180905.H9_12hour_treat.029.Group1.A1.S029,bad_psc
00_RA_12h,230425.181009.H9_12hour_treat.030.Group1.A1.S030,bad_psc
00_RA_12h,230425.181136.H9_12hour_treat.031.Group1.A1.S031,bad_psc
00_RA_12h,230425.181455.H9_12hour_treat.033.Group1.A1.S033,bad_psc
00_RA_12h,230425.181631.H9_12hour_treat.034.Group1.A1.S034,bad_psc
00_RA_12h,230425.182051.H9_12hour_treat.037.Group1.A1.S037,bad_psc
00_RA_12h,230425.182158.H9_12hour_treat.038.Group1.A1.S038,bad_psc
00_RA_12h,230425.182329.H9_12hour_treat.039.Group1.A1.S039,bad_psc
00_RA_12h,230425.182435.H9_12hour_treat.040.Group1.A1.S040,bad_psc
00_RA_12h,230425.182535.H9_12hour_treat.041.Group1.A1.S041,bad_psc
00_RA_12h,230425.182738.H9_12hour_treat.042.Group1.A1.S042,bad_psc
00_RA_12h,230425.184004.H9_12hour_treat.044.Group1.A1.S044,bad_psc
00_RA_12h,230425.184118.H9_12hour_treat.045.Group1.A1.S045,bad_psc
00_RA_12h,230425.184620.H9_12hour_treat.048.Group1.A1.S048,bad_psc
00_RA_12h,230425.184718.H9_12hour_treat.049.Group1.A1.S049,bad_psc
00_RA_12h,230425.185253.H9_12hour_treat.050.Group1.A1.S050,bad_psc
00_RA_12h,230425.185449.H9_12hour_treat.051.Group1.A1.S051,bad_psc
00_RA_12h,230425.185629.H9_12hour_treat.052.Group1.A1.S052,bad_psc
00_RA_12h,230425.185810.H9_12hour_treat.053.Group1.A1.S053,bad_psc
00_RA_12h,230425.190003.H9_12hour_treat.054.Group1.A1.S054,bad_psc
00_RA_12h,230425.190431.H9_12hour_treat.055.Group1.A1.S055,bad_psc
00_RA_12h,230425.191147.H9_12hour_treat.058.Group1.A1.S058,bad_psc
00_RA_12h,230425.191251.H9_12hour_treat.059.Group1.A1.S059,bad_psc
00_RA_12h,230425.191441.H9_12hour_treat.060.Group1.A1.S060,bad_psc
00_RA_12h,230425.191539.H9_12hour_treat.061.Group1.A1.S061,bad_psc
00_RA_12h,230425.191748.H9_12hour_treat.062.Group1.A1.S062,bad_psc
00_RA_12h,230425.191927.H9_12hour_treat.063.Group1.A1.S063,bad_psc
00_RA_12h,230426.163526.GM25256_12hour_treat.001.Group1.A1.S001,bad_psc
00_RA_12h,230426.163711.GM25256_12hour_treat.002.Group1.A1.S002,bad_psc
00_RA_12h,230426.163810.GM25256_12hour_treat.003.Group1.A1.S003,bad_psc
00_RA_12h,230426.163916.GM25256_12hour_treat.004.Group1.A1.S004,bad_psc
00_RA_12h,230426.164232.GM25256_12hour_treat.005.Group1.A1.S005,bad_psc
00_RA_12h,230426.164321.GM25256_12hour_treat.006.Group1.A1.S006,bad_psc
00_RA_12h,230426.164411.GM25256_12hour_treat.007.Group1.A1.S007,bad_psc
00_RA_12h,230426.165024.GM25256_12hour_treat.011.Group1.A1.S011,bad_psc
00_RA_12h,230426.165327.GM25256_12hour_treat.012.Group1.A1.S012,bad_psc
00_RA_12h,230426.165427.GM25256_12hour_treat.013.Group1.A1.S013,bad_psc
00_RA_12h,230426.165541.GM25256_12hour_treat.014.Group1.A1.S014,bad_psc
00_RA_12h,230426.165921.GM25256_12hour_treat.016.Group1.A1.S016,bad_psc
00_RA_12h,230426.170038.GM25256_12hour_treat.017.Group1.A1.S017,bad_psc
00_RA_12h,230426.170227.GM25256_12hour_treat.019.Group1.A1.S019,bad_psc
00_RA_12h,230426.170436.GM25256_12hour_treat.020.Group1.A1.S020,bad_psc
00_RA_12h,230426.172309.GM25256_12hour_treat.023.Group1.A1.S023,bad_psc
00_RA_12h,230426.172504.GM25256_12hour_treat.024.Group1.A1.S024,bad_psc
00_RA_12h,230426.172633.GM25256_12hour_treat.025.Group1.A1.S025,bad_psc
00_RA_12h,230426.172822.GM25256_12hour_treat.026.Group1.A1.S026,bad_psc
00_RA_12h,230426.173120.GM25256_12hour_treat.028.Group1.A1.S028,bad_psc
00_RA_12h,230426.173243.GM25256_12hour_treat.029.Group1.A1.S029,bad_psc
00_RA_12h,230426.173333.GM25256_12hour_treat.030.Group1.A1.S030,bad_psc
00_RA_12h,230426.173525.GM25256_12hour_treat.031.Group1.A1.S031,bad_psc
00_RA_12h,230426.173910.GM25256_12hour_treat.035.Group1.A1.S035,bad_psc
00_RA_12h,230426.174033.GM25256_12hour_treat.036.Group1.A1.S036,bad_psc
00_RA_12h,230426.174225.GM25256_12hour_treat.037.Group1.A1.S037,bad_psc
00_RA_12h,230426.174314.GM25256_12hour_treat.038.Group1.A1.S038,bad_psc
00_RA_12h,230426.174408.GM25256_12hour_treat.039.Group1.A1.S039,bad_psc
00_RA_12h,230426.174605.GM25256_12hour_treat.040.Group1.A1.S040,bad_psc
00_RA_12h,230426.174647.GM25256_12hour_treat.041.Group1.A1.S041,bad_psc
00_RA_12h,230426.174825.GM25256_12hour_treat.042.Group1.A1.S042,bad_psc
00_RA_12h,230426.175805.GM25256_12hour_treat.045.Group1.A1.S045,bad_psc
00_RA_12h,230426.175904.GM25256_12hour_treat.046.Group1.A1.S046,bad_psc
00_RA_12h,230426.180008.GM25256_12hour_treat.047.Group1.A1.S047,bad_psc
00_RA_12h,230426.180127.GM25256_12hour_treat.048.Group1.A1.S048,bad_psc
00_RA_12h,230426.180251.GM25256_12hour_treat.049.Group1.A1.S049,bad_psc
00_RA_12h,230426.180416.GM25256_12hour_treat.050.Group1.A1.S050,bad_psc
00_RA_12h,230426.180519.GM25256_12hour_treat.051.Group1.A1.S051,bad_psc
00_RA_12h,230426.180725.GM25256_12hour_treat.052.Group1.A1.S052,bad_psc
00_RA_12h,230426.181108.GM25256_12hour_treat.055.Group1.A1.S055,bad_psc
00_RA_12h,230426.181202.GM25256_12hour_treat.056.Group1.A1.S056,bad_psc
00_RA_12h,230426.181311.GM25256_12hour_treat.057.Group1.A1.S057,bad_psc
00_RA_12h,230426.181400.GM25256_12hour_treat.058.Group1.A1.S058,bad_psc
00_RA_12h,230426.181512.GM25256_12hour_treat.059.Group1.A1.S059,bad_psc
00_RA_12h,230426.181733.GM25256_12hour_treat.060.Group1.A1.S060,bad_psc
00_RA_12h,230426.182011.GM25256_12hour_treat.062.Group1.A1.S062,bad_psc
00_RA_12h,230426.182150.GM25256_12hour_treat.063.Group1.A1.S063,bad_psc
00_RA_12h,230427.164946.Jax_12hour_treated.001.Group1.A1.S001,bad_psc
00_RA_12h,230427.165802.Jax_12hour_treated.003.Group1.A1.S003,bad_psc
00_RA_12h,230427.170323.Jax_12hour_treated.005.Group1.A1.S005,bad_psc
00_RA_12h,230427.170517.Jax_12hour_treated.006.Group1.A1.S006,bad_psc
00_RA_12h,230427.170825.Jax_12hour_treated.007.Group1.A1.S007,bad_psc
00_RA_12h,230427.170952.Jax_12hour_treated.008.Group1.A1.S008,bad_psc
